station name,Station Name Trimmed,Clean Stop Name,Line ID,Line Name,Station ID,stop_lat,stop_lon,rail_distance_from_union_miles,Subway,University_College,University_Nm,GO Station_Line,Park and Ride_Carpool,Terminal Station,Shopping Centre,Parent Station,City
 1| 4005|Zone 5,Zone 5,Zone 5,8,GO Bus,80728,43.71639828,-79.50985844,NA,0,0,,-1,0,0,0,Zone 5,North York
 1| 4007|Zone 7,Zone 7,Zone 7,8,GO Bus,80729,43.78846846,-79.22789158,NA,0,0,,-1,0,0,0,Zone 7,Scarborough
 1| 4011|Zone 11,Zone 11,Zone 11,8,GO Bus,80730,43.60129999,-79.56386109,NA,0,0,,-1,0,0,0,Zone 11,Mississauga
 1| 4012|Zone 12,Zone 12,Zone 12,8,GO Bus,80731,,,NA,0,0,,-1,0,0,0,Zone 12,Mississauga
 1| 4013|Zone 13,Zone 13,Zone 13,8,GO Bus,80732,,,NA,0,0,,-1,0,0,0,Zone 13,Oakville
 1| 4014|Zone 14,Zone 14,Zone 14,8,GO Bus,80733,,,NA,0,0,,-1,0,0,0,Zone 14,Oakville
 1| 4016|Zone 16,Zone 16,Zone 16,8,GO Bus,80734,43.3288944,-79.84221047,NA,0,0,,-1,0,0,0,Zone 16,Burlington
 1| 4017|Zone 17,Zone 17,Zone 17,8,GO Bus,80735,43.28477795,-79.89555467,NA,0,0,,-1,0,0,0,Zone 17,Burlington
 1| 4018|Zone 18,Zone 18,Zone 18,8,GO Bus,80736,,,NA,0,0,,-1,0,0,0,Zone 18,Hamilton
 1| 4019|Zone 19,Zone 19,Zone 19,8,GO Bus,80737,,,NA,0,0,,-1,0,0,0,Zone 19,North York
 1| 4020|Zone 20,Zone 20,Zone 20,8,GO Bus,80738,43.64695931,-79.64189401,NA,0,0,,-1,0,0,0,Zone 20,Mississauga
 1| 4021|Zone 21,Zone 21,Zone 21,8,GO Bus,80739,,,NA,0,0,,-1,0,0,0,Zone 21,Mississauga
 1| 3347|Zone 22  ,Zone 22,Zone 22,8,GO Bus,80740,,,NA,0,0,,-1,0,0,0,Zone 22,Mississauga
 1| 4022|Zone 22,Zone 22,Zone 22,8,GO Bus,80839,,,NA,0,0,,-1,0,0,0,Zone 22,Mississauga
 1| 4023|Zone 23,Zone 23,Zone 23,8,GO Bus,80741,43.58982322,-79.77349796,NA,0,0,,-1,0,0,0,Zone 23,Mississauga
 1| 4024|Zone 24,Zone 24,Zone 24,8,GO Bus,80742,43.561529,-79.84042674,NA,0,0,,-1,0,0,0,Zone 24,Milton
 1| 4026|Zone 26,Zone 26,Zone 26,8,GO Bus,80743,43.45006384,-80.13380237,NA,0,0,,-1,0,0,0,Zone 26,Cambridge
 1| 4027|Zone 27,Zone 27,Zone 27,8,GO Bus,80744,43.45491206,-80.46890487,NA,0,0,,-1,0,0,0,Zone 27,Kitchener
 1| 4028|Zone 28,Zone 28,Zone 28,8,GO Bus,80745,44.05415622,-78.62262829,NA,0,0,,-1,0,0,0,Zone 28,Pontypool
 1| 4029|Zone 29,Zone 29,Zone 29,8,GO Bus,80746,44.15933458,-78.48695542,NA,0,0,,-1,0,0,0,Zone 29,Millbrook
 1| 4030|Zone 30,Zone 30,Zone 30,8,GO Bus,80747,44.25978777,-78.35030131,NA,0,0,,-1,0,0,0,Zone 30,Peterborough
 1| 4031|Zone 31,Zone 31,Zone 31,8,GO Bus,80748,43.65470239,-79.56815685,NA,0,0,,-1,0,0,0,Zone 31,Mississauga
 1| 4032|Zone 32,Zone 32,Zone 32,8,GO Bus,80749,43.71547924,-79.67565131,NA,0,0,,-1,0,0,0,Zone 32,Bramalea
 1| 4033|Zone 33,Zone 33,Zone 33,8,GO Bus,80750,,,NA,0,0,,-1,0,0,0,Zone 33,Brampton
 1| 4034|Zone 34,Zone 34,Zone 34,8,GO Bus,80751,43.64810229,-79.8510629,NA,0,0,,-1,0,0,0,Zone 34,Brampton
 1| 4035|Zone 35,Zone 35,Zone 35,8,GO Bus,80752,43.65032409,-79.95099054,NA,0,0,,-1,0,0,0,Zone 35,Georgetown
 1| 4036|Zone 36,Zone 36,Zone 36,8,GO Bus,80753,,,NA,0,0,,-1,0,0,0,Zone 36,Georgetown
 1| 4037|Zone 37,Zone 37,Zone 37,8,GO Bus,80754,43.64507308,-80.01974806,NA,0,0,,-1,0,0,0,Zone 37,Acton
 1| 4038|Zone 38,Zone 38,Zone 38,8,GO Bus,80755,43.57957037,-80.18632094,NA,0,0,,-1,0,0,0,Zone 38,Rockwood
 1| 4039|Zone 39,Zone 39,Zone 39,8,GO Bus,80756,43.57957037,-80.18632094,NA,0,0,,-1,0,0,0,Zone 39,Guelph
 1| 4041|Zone 41,Zone 41,Zone 41,8,GO Bus,80757,,,NA,0,0,,-1,0,0,0,Zone 41,Caledon
 1| 4043|Zone 43,Zone 43,Zone 43,8,GO Bus,80758,,,NA,0,0,,-1,0,0,0,Zone 43,Orangeville
 1| 4044|Zone 44,Zone 44,Zone 44,8,GO Bus,80759,,,NA,0,0,,-1,0,0,0,Zone 44,East Gwillimbury
 1| 4045|Zone 45,Zone 45,Zone 45,8,GO Bus,80760,,,NA,0,0,,-1,0,0,0,Zone 45,East Gwillimbury
 1| 4046|Zone 46,Zone 46,Zone 46,8,GO Bus,80761,,,NA,0,0,,-1,0,0,0,Zone 46,Keswick
 1| 4051|Zone 51,Zone 51,Zone 51,8,GO Bus,80762,,,NA,0,0,,-1,0,0,0,Zone 51,Whitby
 1| 4052|Zone 52,Zone 52,Zone 52,8,GO Bus,80763,,,NA,0,0,,-1,0,0,0,Zone 52,Port Perry
 1| 4054|Zone 54,Zone 54,Zone 54,8,GO Bus,80764,,,NA,0,0,,-1,0,0,0,Zone 54,Sunderland
 1| 4055|Zone 55,Zone 55,Zone 55,8,GO Bus,80765,,,NA,0,0,,-1,0,0,0,Zone 55,Beaverton
 1| 4056|Zone 56,Zone 56,Zone 56,8,GO Bus,80766,,,NA,0,0,,-1,0,0,0,Zone 56,Kleinburg
 1| 4057|Zone 57,Zone 57,Zone 57,8,GO Bus,80767,,,NA,0,0,,-1,0,0,0,Zone 57,Nobleton
 1| 4058|Zone 58,Zone 58,Zone 58,8,GO Bus,80768,,,NA,0,0,,-1,0,0,0,Zone 58,Bolton
 1| 4060|Zone 60,Zone 60,Zone 60,8,GO Bus,80769,43.83995188,-79.36358528,NA,0,0,,-1,0,0,0,Zone 60,Richmond Hill
 1| 4061|Zone 61,Zone 61,Zone 61,8,GO Bus,80770,43.87582922,-79.55557787,NA,0,0,,-1,0,0,0,Zone 61,Richmond Hill
 1| 4062|Zone 62,Zone 62,Zone 62,8,GO Bus,80771,,,NA,0,0,,-1,0,0,0,Zone 62,King City
 1| 4063|Zone 63,Zone 63,Zone 63,8,GO Bus,80772,44.03192493,-79.41079905,NA,0,0,,-1,0,0,0,Zone 63,Aurora
 1| 4064|Zone 64,Zone 64,Zone 64,8,GO Bus,80773,44.03195432,-79.41032405,NA,0,0,,-1,0,0,0,Zone 64,Newmarket
 1| 4065|Zone 65,Zone 65,Zone 65,8,GO Bus,80774,44.12943948,-79.56863507,NA,0,0,,-1,0,0,0,Zone 65,Bradford
 1| 4066|Zone 66,Zone 66,Zone 66,8,GO Bus,80775,44.23987688,-79.59804449,NA,0,0,,-1,0,0,0,Zone 66,Simcoe County
 1| 4067|Zone 67,Zone 67,Zone 67,8,GO Bus,80776,,,NA,0,0,,-1,0,0,0,Zone 67,Churchill
 1| 4068|Zone 68,Zone 68,Zone 68,8,GO Bus,80777,44.36751351,-79.66423153,NA,0,0,,-1,0,0,0,Zone 68,Stroud
 1| 4069|Zone 69,Zone 69,Zone 69,8,GO Bus,80778,44.36753151,-79.66423112,NA,0,0,,-1,0,0,0,Zone 69,Barrie
 1| 4071|Zone 71,Zone 71,Zone 71,8,GO Bus,80779,43.84098524,-79.35467524,NA,0,0,,-1,0,0,0,Zone 71,Markham
 1| 4072|Zone 72,Zone 72,Zone 72,8,GO Bus,80780,43.85406684,-79.25522601,NA,0,0,,-1,0,0,0,Zone 72,Markham
 1| 4073|Zone 73,Zone 73,Zone 73,8,GO Bus,80781,43.89572093,-79.26491682,NA,0,0,,-1,0,0,0,Zone 73,Markham
 1| 4074|Zone 74,Zone 74,Zone 74,8,GO Bus,80782,43.94506777,-79.27791173,NA,0,0,,-1,0,0,0,Zone 74,Stouffville
 1| 4075|Zone 75,Zone 75,Zone 75,8,GO Bus,80783,,,NA,0,0,,-1,0,0,0,Zone 75,Goodwood
 1| 4076|Zone 76,Zone 76,Zone 76,8,GO Bus,80784,44.06312483,-79.15445266,NA,0,0,,-1,0,0,0,Zone 76,Uxbridge
 1| 4080|Zone 80,Zone 80,Zone 80,8,GO Bus,80785,43.24164499,-79.73798821,NA,0,0,,-1,0,0,0,Zone 80,Stoney Creek
 1| 4081|Zone 81,Zone 81,Zone 81,8,GO Bus,80786,43.17762942,-79.25470574,NA,0,0,,-1,0,0,0,Zone 81,Grimsby
 1| 4082|Zone 82,Zone 82,Zone 82,8,GO Bus,80787,,,NA,0,0,,-1,0,0,0,Zone 82,Lincoln
 1| 4083|Zone 83,Zone 83,Zone 83,8,GO Bus,80788,43.09577384,-79.11069024,NA,0,0,,-1,0,0,0,Zone 83,St. Catharines
 1| 4084|Zone 84,Zone 84,Zone 84,8,GO Bus,80789,43.09597184,-79.11068415,NA,0,0,,-1,0,0,0,Zone 84,Niagara Falls
 1| 4085|Zone 85,Zone 85,Zone 85,8,GO Bus,80790,,,NA,0,0,,-1,0,0,0,Zone 85,Brantford
 1| 4086|Zone 86,Zone 86,Zone 86,8,GO Bus,80791,43.9217502,-79.09398289,NA,0,0,,-1,0,0,0,Zone 86,Pickering
 1| 4087|Zone 87,Zone 87,Zone 87,8,GO Bus,80792,43.94099911,-79.01375929,NA,0,0,,-1,0,0,0,Zone 87,Ajax
 1| 4088|Zone 88,Zone 88,Zone 88,8,GO Bus,80793,43.96041052,-78.9302374,NA,0,0,,-1,0,0,0,Zone 88,Oshawa
 1| 4089|Zone 89,Zone 89,Zone 89,8,GO Bus,80794,43.78309536,-79.23208926,NA,0,0,,-1,0,0,0,Zone 89,Scarborough
 1| 4090|Zone 90,Zone 90,Zone 90,8,GO Bus,80795,43.80052802,-79.14374998,NA,0,0,,-1,0,0,0,Zone 90,Scarborough
 1| 4091|Zone 91,Zone 91,Zone 91,8,GO Bus,80796,43.80345703,-79.13564086,NA,0,0,,-1,0,0,0,Zone 91,Pickering
 1| 4092|NF DUMMY,NF DUMMY,NF DUMMY,8,GO Bus,80797,,,NA,0,0,,-1,0,0,0,N/A,
 1| 7758|7758,7758,7758,8,GO Bus,80798,,,NA,0,0,,-1,0,0,0,7758,
 1| 7906|7906,7906,7906,8,GO Bus,80799,,,NA,0,0,,-1,0,0,0,7906,
 1|11860|11860,11860,11860,8,GO Bus,80800,,,NA,0,0,,-1,0,0,0,11860,
 1|13682|13682,13682,13682,8,GO Bus,80801,,,NA,0,0,,-1,0,0,0,13682,
 1|13815|13815,13815,13815,8,GO Bus,80802,,,NA,0,0,,-1,0,0,0,13815,
 1|14570|14570,14570,14570,8,GO Bus,80803,,,NA,0,0,,-1,0,0,0,14570,
 1|14580|14580,14580,14580,8,GO Bus,80804,,,NA,0,0,,-1,0,0,0,14580,
 1|14583|14583,14583,14583,8,GO Bus,80805,,,NA,0,0,,-1,0,0,0,14583,
 1|14588|14588,14588,14588,8,GO Bus,80806,,,NA,0,0,,-1,0,0,0,14588,
 1|14589|14589,14589,14589,8,GO Bus,80807,,,NA,0,0,,-1,0,0,0,14589,
14|    0|0,0,0,8,GO Bus,80808,,,NA,0,0,,-1,0,0,0,0,
14|    2|2,2,2,8,GO Bus,80809,,,NA,0,0,,-1,0,0,0,2,
14|    3|3,3,3,8,GO Bus,80810,,,NA,0,0,,-1,0,0,0,3,
14|    4|4,4,4,8,GO Bus,80811,,,NA,0,0,,-1,0,0,0,4,
14|    6|6,6,6,8,GO Bus,80812,,,NA,0,0,,-1,0,0,0,6,
14|    7|7,7,7,8,GO Bus,80813,,,NA,0,0,,-1,0,0,0,7,
14|   10|10,10,10,8,GO Bus,80814,,,NA,0,0,,-1,0,0,0,10,
14|   12|12,12,12,8,GO Bus,80815,,,NA,0,0,,-1,0,0,0,12,
14|   14|14,14,14,8,GO Bus,80816,,,NA,0,0,,-1,0,0,0,14,
14|   16|16,16,16,8,GO Bus,80817,,,NA,0,0,,-1,0,0,0,16,
14|   18|18,18,18,8,GO Bus,80818,,,NA,0,0,,-1,0,0,0,18,
14|   19|19,19,19,8,GO Bus,80819,,,NA,0,0,,-1,0,0,0,19,
14|   22|22,22,22,8,GO Bus,80820,,,NA,0,0,,-1,0,0,0,22,
14|   24|24,24,24,8,GO Bus,80821,,,NA,0,0,,-1,0,0,0,24,
14|   35|35,35,35,8,GO Bus,80822,,,NA,0,0,,-1,0,0,0,35,
14|   43|43,43,43,8,GO Bus,80823,,,NA,0,0,,-1,0,0,0,43,
14|   46|46,46,46,8,GO Bus,80824,,,NA,0,0,,-1,0,0,0,46,
14|   47|47,47,47,8,GO Bus,80825,,,NA,0,0,,-1,0,0,0,47,
14|   48|48,48,48,8,GO Bus,80826,,,NA,0,0,,-1,0,0,0,48,
14|   50|50,50,50,8,GO Bus,80827,,,NA,0,0,,-1,0,0,0,50,
14|   52|52,52,52,8,GO Bus,80828,,,NA,0,0,,-1,0,0,0,52,
14|   55|55,55,55,8,GO Bus,80829,,,NA,0,0,,-1,0,0,0,55,
14|   56|56,56,56,8,GO Bus,80830,,,NA,0,0,,-1,0,0,0,56,
14|   57|57,57,57,8,GO Bus,80831,,,NA,0,0,,-1,0,0,0,57,
14|   58|58,58,58,8,GO Bus,80832,,,NA,0,0,,-1,0,0,0,58,
14|   66|66,66,66,8,GO Bus,80833,,,NA,0,0,,-1,0,0,0,66,
 1| 3114|Zone 83,Zone 83,Zone 83,8,GO Bus,80834,43.09577384,-79.11069024,NA,0,0,,-1,0,0,0,Zone 83,St. Catharines
 1| 4042|Zone 42,Zone 42,Zone 42,8,GO Bus,80835,43.90900967,-80.06253905,NA,0,0,,-1,0,0,0,Zone 42,Caledon
 1| 2854|Mississauga- Hurontario St At Elm Dr ,Mississauga- Hurontario St At Elm Dr ,Mississauga- Hurontario St At Elm Dr ,8,GO Bus,80836,,,NA,0,0,,-1,0,0,0,Mississauga- Hurontario St At Elm Dr ,Mississauga
1| 2025|East Gwillimbury - HollandLandingRd At ,East Gwillimbury- Holland Landing Rd A,East Gwillimbury- Holland Landing Rd A,8,GO Bus,80837,,,NA,0,0,,-1,0,0,0,East Gwillimbury- Holland Landing Rd A,East Gwillimbury
 1| 2094|Zone 94,Zone 94,Zone 94,8,GO Bus,80840,,,NA,0,0,,-1,0,0,0,Zone 94,Oshawa
 1| 2809|East Gwillimbury- East Gwillimbury G,East Gwillimbury- East Gwillimbury G,East Gwillimbury- East Gwillimbury G,8,GO Bus,80841,,,NA,0,0,,-1,0,0,0,East Gwillimbury GO Station Rail,East Gwillimbury
 1| 2867|Miss.- Renforth Transitway Station At  ,Miss.- Renforth Transitway Station At  ,Miss.- Renforth Transitway Station At  ,8,GO Bus,80842,43.663,-79.5912,NA,0,0,,-1,0,0,0,,Mississauga
 1| 2858|Mississauga- Dixie Transitway Station,Mississauga- Dixie Transitway Station,Mississauga- Dixie Transitway Station,8,GO Bus,80843,43.63,-79.6146,NA,0,0,,-1,0,0,0,,Mississauga
 1| 2859|Mississauga- Dixie Transitway Station,Mississauga- Dixie Transitway Station,Mississauga- Dixie Transitway Station,8,GO Bus,80844,43.63,-79.6146,NA,0,0,,-1,0,0,0,,Mississauga
 1| 2964|Zone 20,Zone 20,Zone 20,8,GO Bus,80845,43.64695931,-79.64189401,NA,0,0,,-1,0,0,0,Zone 20,Mississauga
 1| 1004|Burlington - BrantSt At LeighlandRd,Burlington - BrantSt At LeighlandRd,Burlington - BrantSt At LeighlandRd,8,GO Bus,80846,43.33924,-79.818568,NA,0,0,,-1,0,0,0,,Burlington
 1| 2866|Miss.- Renforth Transitway Station At,Miss.- Renforth Transitway Station At,Miss.- Renforth Transitway Station At,8,GO Bus,80847,43.663,-79.5912,NA,0,0,,-1,0,0,0,,Etobicoke
 1|  534|Vaughan - MajorMackenzieDr At Hwy400,Vaughan - MajorMackenzieDr At Hwy400,Vaughan - MajorMackenzieDr At Hwy400,8,GO Bus,80848,43.8469,-79.5487,NA,0,0,,-1,0,0,0,,Vaughan
 1| 2794|Bradford W Gwillimbury- Yonge St At 11,Bradford W Gwillimbury- Yonge St At 11,Bradford W Gwillimbury- Yonge St At 11,8,GO Bus,80849,44.163022,-79.576656,NA,0,0,,-1,0,0,0,,Bradford West Gwillimbury
 1| 2025|East Gwillimbury - HollandLandingRd At,East Gwillimbury - HollandLandingRd At,East Gwillimbury - HollandLandingRd At,8,GO Bus,80850,,,NA,0,0,,-1,0,0,0,,East Gwillimbury
 1| 3984|Zone 61,Zone 61,Zone 61,8,GO Bus,80851,43.87582922,-79.55557787,NA,0,0,,-1,0,0,0,Zone 61,Richmond Hill
 1| 2868|Toronto- York St At Station St,Toronto- York St At Station St,Toronto- York St At Station St,8,GO Bus,80852,43.644811,-79.382336,NA,0,0,,-1,0,0,0,,Toronto
 1| 2965|Zone 25,Zone 25,Zone 25,8,GO Bus,80853,,,NA,0,0,,-1,0,0,0,Zone 25,Mississauga
 1| 2870|Miss.- Commerce Blvd At Skymark Ave,,0,8,GO Bus,80854,43.663717,-79.592862,NA,0,0,,-1,0,0,0,,Mississauga
 1| 2861|Miss.- Renforth Transitway Station At,Miss.- Renforth Transitway Station At,Miss.- Renforth Transitway Station At,8,GO Bus,80855,43.663,-79.5912,NA,0,0,,-1,0,0,0,,Etobicoke
 1| 2869|Miss.- Commerce Blvd At Skymark Ave,,0,8,GO Bus,80856,43.663717,-79.592862,NA,0,0,,-1,0,0,0,,Mississauga
 1| 2967|Zone 31,Zone 31,Zone 31,8,GO Bus,80857,43.694437,-79.652957,NA,0,0,,-1,0,0,0,Zone 31,Mississauga
 1| 2863|Mississauga- City Centre Dr At Robert,Mississauga- City Centre Dr At Robert,Mississauga- City Centre Dr At Robert,8,GO Bus,80858,43.594869,-79.640093,NA,0,0,,-1,0,0,0,Zone 20,Mississauga
 1| 2860|Miss.- Renforth Transitway Station At,Miss.- Renforth Transitway Station At  ,Miss.- Renforth Transitway Station At  ,8,GO Bus,80859,43.663,-79.5912,NA,0,0,,-1,0,0,0,,Mississauga
 1| 2827|Aberfoyle- Brock Rd S At Gilmour Rd,,0,8,GO Bus,80860,,,NA,,,,,,,,,Guelph
 1| 3336|Zone 13,Zone 31,Zone 31,8,GO Bus,80861,,,NA,,,,,,,,,
 1| 4025|Zone 25,Zone 25,Zone 25,8,GO Bus,80862,,,NA,0,0,,-1,0,0,0,Zone 25,
 1| 2874|Vaughan- Hwy 407 Bus Terminal At Jane,Vaughan- Hwy 407 Bus Terminal At Jane,Vaughan- Hwy 407 Bus Terminal At Jane,8,GO Bus,80863,43.782249,-79.525086,NA,0,0,,-1,0,0,0,,Vaughan
 1| 2873|Vaughan- Hwy 407 Bus Terminal At Jane,Vaughan- Hwy 407 Bus Terminal At Jane,Vaughan- Hwy 407 Bus Terminal At Jane,8,GO Bus,80864,43.782249,-79.525086,NA,0,0,,-1,0,0,0,,Vaughan
 1| 2938|Brampton- Mount Pleasant GO Station,Brampton- Mount Pleasant GO Station,Mount Pleasant GO Bus,8,GO Bus,80445,43.674976,-79.822181,NA,0,0,,3,1,0,0,Mount Pleasant GO Station Rail,Brampton
 1| 2879|Aurora- Aurora Rd At Hwy 404 Carpool L,Aurora- Aurora Rd At Hwy 404 Carpool L,Aurora- Aurora Rd At Hwy 404 Carpool L,8,GO Bus,80866,,,NA,0,0,,-1,0,0,0,,Aurora
 1| 2205|Newmarket - YongeSt At ClearmeadowBlvd,Newmarket - YongeSt At ClearmeadowBlvd,Newmarket - YongeSt At ClearmeadowBlvd,8,GO Bus,80867,,,NA,0,0,,-1,0,0,0,,Newmarket
 1| 2062|Newmarket - Hwy9 At YongeSt,Newmarket - Hwy9 At YongeSt,Newmarket - Hwy9 At YongeSt,8,GO Bus,80868,,,NA,0,0,,-1,0,0,0,,Newmarket
 1| 2280|Newmarket - YongeSt At SawmillValleyDr,Newmarket - YongeSt At SawmillValleyDr,Newmarket - YongeSt At SawmillValleyDr,8,GO Bus,80869,,,NA,0,0,,-1,0,0,0,,Newmarket
 1|  929|Ajax - KingstonRd At SalemRd,Ajax - KingstonRd At SalemRd,Ajax - KingstonRd At SalemRd,8,GO Bus,80870,,,NA,0,0,,-1,0,0,0,,Ajax
 1| 2335|Newmarket - YongeSt At EagleSt,Newmarket - YongeSt At EagleSt,Newmarket - YongeSt At EagleSt,8,GO Bus,80871,,,NA,0,0,,-1,0,0,0,,Newmarket
 1| 2294|Aurora - YongeSt At ValhallaCrt,Aurora - YongeSt At ValhallaCrt,Aurora - YongeSt At ValhallaCrt,8,GO Bus,80872,,,NA,0,0,,-1,0,0,0,,Newmarket
 1| 2334|Newmarket - YongeSt At 17250YongeSt,Newmarket - YongeSt At 17250YongeSt,Newmarket - YongeSt At 17250YongeSt,8,GO Bus,80873,,,NA,0,0,,-1,0,0,0,,Newmarket
 1|  266|Aurora - YongeSt At BatsonDr,Aurora - YongeSt At BatsonDr,Aurora - YongeSt At BatsonDr,8,GO Bus,80874,,,NA,0,0,,-1,0,0,0,,Aurora
 1|  497|Aurora - WellingtonSt At BayviewAve,Aurora - WellingtonSt At BayviewAve,Aurora - WellingtonSt At BayviewAve,8,GO Bus,80875,,,NA,0,0,,-1,0,0,0,,Aurora
 1| 2241|Newmarket - YongeSt At JoePersechiniDr,Newmarket - YongeSt At JoePersechiniDr,Newmarket - YongeSt At JoePersechiniDr,8,GO Bus,80876,,,NA,0,0,,-1,0,0,0,,Newmarket
 1| 1743|Aurora - Wellington St At First Comm,Aurora - Wellington St At First Comm,Aurora - Wellington St At First Comm,8,GO Bus,80877,,,NA,0,0,,-1,0,0,0,,Aurora
 1| 2184|Aurora - YongeSt At AuroraHeightsDr,Aurora - YongeSt At AuroraHeightsDr,Aurora - YongeSt At AuroraHeightsDr,8,GO Bus,80878,,,NA,0,0,,-1,0,0,0,,Aurora
 1| 2259|Newmarket - YongeSt At MillardAvWest,Newmarket - YongeSt At MillardAvWest,Newmarket - YongeSt At MillardAvWest,8,GO Bus,80879,,,NA,0,0,,-1,0,0,0,,Newmarket
 1|  928|Ajax - KingstonRd At SalemRd,Ajax - KingstonRd At SalemRd,Ajax - KingstonRd At SalemRd,8,GO Bus,80880,,,NA,0,0,,-1,0,0,0,,Ajax
 1| 2261|Newmarket - YongeSt At MulockSt,Newmarket - YongeSt At MulockSt,Newmarket - YongeSt At MulockSt,8,GO Bus,80881,,,NA,0,0,,-1,0,0,0,,Newmarket
 1| 2872|Whitby- Dundas/412 Carpool At Halls Rd,Whitby- Dundas/412 Carpool At Halls Rd,Whitby- Dundas/412 Carpool At Halls Rd,8,GO Bus,80882,,,NA,0,0,,-1,0,0,0,,Whitby
 1|  265|Aurora - YongeSt At OrchardHeightsBlvd,Aurora - YongeSt At OrchardHeightsBlvd,Aurora - YongeSt At OrchardHeightsBlvd,8,GO Bus,80883,,,NA,0,0,,-1,0,0,0,,Aurora
 1| 2789|Newmarket- Yonge St At William Roe Blv,Newmarket- Yonge St At William Roe Blv,Newmarket- Yonge St At William Roe Blv,8,GO Bus,80884,,,NA,0,0,,-1,0,0,0,,Newmarket
 1| 2283|Aurora - YongeSt At StJohnsSdrd,Aurora - YongeSt At StJohnsSdrd,Aurora - YongeSt At StJohnsSdrd,8,GO Bus,80885,,,NA,0,0,,-1,0,0,0,,Aurora
 1|  268|Aurora - YongeSt At WellingtonSt,Aurora - YongeSt At WellingtonSt,Aurora - YongeSt At WellingtonSt,8,GO Bus,80886,,,NA,0,0,,-1,0,0,0,,Aurora
 1| 1744|Aurora - Wellington St At First Comm,Aurora - Wellington St At First Comm,Aurora - Wellington St At First Comm,8,GO Bus,80887,,,NA,0,0,,-1,0,0,0,,Aurora
 1| 2375|Maple- Keele St At Peak Point Blvd,Maple- Keele St At Peak Point Blvd,Maple- Keele St At Peak Point Blvd,8,GO Bus,80888,,,NA,0,0,,-1,0,0,0,,Vaughan
 1|  263|Newmarket - YongeSt At SavageRd,Newmarket - YongeSt At SavageRd,Newmarket - YongeSt At SavageRd,8,GO Bus,80889,,,NA,0,0,,-1,0,0,0,,Newmarket
 1| 2333|Newmarket - Eagle At YongeSt,Newmarket - Eagle At YongeSt,Newmarket - Eagle At YongeSt,8,GO Bus,80890,,,NA,0,0,,-1,0,0,0,,Newmarket
 1| 2260|Newmarket - YongeSt At MulockDr,Newmarket - YongeSt At MulockDr,Newmarket - YongeSt At MulockDr,8,GO Bus,80891,,,NA,0,0,,-1,0,0,0,,Newmarket
 1|  264|Newmarket - YongeSt At SavageRd,Newmarket - YongeSt At SavageRd,Newmarket - YongeSt At SavageRd,8,GO Bus,80892,,,NA,0,0,,-1,0,0,0,,Aurora
 1|  503|Aurora - WellingtonSt At BayviewAve,Aurora - WellingtonSt At BayviewAve,Aurora - WellingtonSt At BayviewAve,8,GO Bus,80893,,,NA,0,0,,-1,0,0,0,,Aurora
 1| 2398|Aurora- Yonge St At Wellington St,Aurora- Yonge St At Wellington St,Aurora- Yonge St At Wellington St,8,GO Bus,80894,,,NA,0,0,,-1,0,0,0,,Aurora
 1| 2720|Aurora- Wellington St At John W. Way,Aurora- Wellington St At John W. Way,Aurora- Wellington St At John W. Way,8,GO Bus,80895,,,NA,0,0,,-1,0,0,0,,Aurora
 1| 2883|East Gwillimbury- Green Lane E At Yong,East Gwillimbury- Green Lane E At Yong,East Gwillimbury- Green Lane E At Yong,8,GO Bus,80896,,,NA,0,0,,-1,0,0,0,,East Gwillimbury
 1| 2303|Aurora - YongeSt At 15800YongeSt,Aurora - YongeSt At 15800YongeSt,Aurora - YongeSt At 15800YongeSt,8,GO Bus,80897,,,NA,0,0,,-1,0,0,0,,Aurora
 1| 2954|Brampton - BramaleaGOStation At Steeles,Brampton - BramaleaGOStation At Steeles,Bramalea GO Bus,8,GO Bus,80454,43.70215,-79.689512,NA,0,0,,3,1,0,0,Bramalea GO Station Rail,Bramalea
 1|  922|Toronto - McCowanRd At ProgressAve,Toronto - McCowanRd At ProgressAve,Toronto - McCowanRd At ProgressAve,8,GO Bus,80899,,,NA,0,0,,-1,0,0,0,,Toronto
 1| 2884|Oshawa- Simcoe St At Britannia Ave,Oshawa- Simcoe St At Britannia Ave,Oshawa- Simcoe St At Britannia Ave,8,GO Bus,80900,,,NA,0,0,,-1,0,0,0,,Oshawa
 1| 2885|Oshawa- Simcoe St At Britannia Ave,Oshawa- Simcoe St At Britannia Ave,Oshawa- Simcoe St At Britannia Ave,8,GO Bus,80901,,,NA,0,0,,-1,0,0,0,,Oshawa
 1| 2255|Aurora - YongeSt At MarkSt  ,Aurora - YongeSt At MarkSt  ,Aurora - YongeSt At MarkSt  ,8,GO Bus,80902,,,NA,0,0,,-1,0,0,0,Aurora,Aurora
