station name,Station Name Trimmed,Clean Stop Name,Line ID,Line Name,Station ID,stop_lat,stop_lon,rail_distance_from_union_miles,Subway,University_College,University_Nm,GO Station_Line,Park and Ride_Carpool,Terminal Station,Shopping Centre,Parent Station,City
 1|  243|Brock - SimcoeSt At MaraRd,Brock - SimcoeSt At MaraRd,Simcoe St. @ Mara Rd.,8,GO Bus,80071,44.4297562,-79.1545715,NA,0,0,,-1,0,0,0,Brock - SimcoeSt At MaraRd,Beaverton
 1|  244|244,244,244,8,GO Bus,80072,,,NA,0,0,,-1,0,0,0,244,
 1|  252|Toronto - UnionStationBusTerminal At Ba,Toronto - UnionStationBusTerminal At Ba,Union Station Bus Terminal,8,GO Bus,80073,43.6456261,-79.3783951,NA,1,0,,0,0,1,0,Union Station Rail,Toronto
 1|  253|Vaughan - CanadasWonderland At Wonderl,Vaughan - CanadasWonderland At Wonderl,Canada's Wonderland,8,GO Bus,80074,43.8460121,-79.5406113,NA,0,0,,-1,0,0,0,Vaughan - CanadasWonderland At Wonderl,Vaughan
 1|  231|Whitby - WhitbyGOStation At BrockSt,Whitby - WhitbyGOStation At BrockSt,Whitby GO Bus,8,GO Bus,80064,43.8653526,-78.9379272,NA,0,0,,7,1,0,0,Whitby GO Station Rail,Whitby
 1|  254|Brampton - BramaleaGOStation At Steeles,Brampton - BramaleaGOStation At Steeles,Bramalea GO Bus,8,GO Bus,80075,43.70215,-79.689512,NA,0,0,,3,1,0,0,Bramalea GO Station Rail,Bramalea
 1|  260|Markham - LangstaffGOStationSouth At La,Markham - LangstaffGOStationSouth At La,Langstaff Rd. E. @ Cedar Ave. (Langstaff GO),8,GO Bus,80076,43.836455,-79.420243,NA,0,0,,5,1,0,0,Langstaff GO Station Rail,Richmond Hill
 1|  261|Markham - LangstaffGOStationSouth At La,Markham - LangstaffGOStationSouth At La,Langstaff Rd. E. @ Cedar Ave. (Langstaff GO),8,GO Bus,80077,43.836579,-79.420376,NA,0,0,,5,1,0,0,Langstaff GO Station Rail,Richmond Hill
 1|  262|Richmond Hill - RichmondHillGOStation A,Richmond Hill - RichmondHillGOStation A,Richmond Hill GO Bus,8,GO Bus,80078,43.875786,-79.426228,NA,0,0,,5,1,0,0,Richmond Hill GO Station Rail,Richmond Hill
 1|  283|283,283,283,8,GO Bus,80080,,,NA,0,0,,-1,0,0,0,283,
 1|  287|Innisfil - Hwy11 At Killarney,Innisfil - Hwy11 At Killarney,Yonge St. @ Killarney Beach Rd.,8,GO Bus,80081,44.2514305,-79.6007919,NA,0,0,,-1,0,0,0,Innisfil - Hwy11 At Killarney,Innisfil
 1|  290|Innisfil - Hwy11 At VictoriaSt,Innisfil - Hwy11 At VictoriaSt,Yonge St. @ Victoria St.,8,GO Bus,80082,44.3241806,-79.6191483,NA,0,0,,-1,0,0,0,Innisfil - Hwy11 At VictoriaSt,Stroud
 1|  296|Barrie - BarrieGOBusTerminal At MapleAv,Barrie - BarrieGOBusTerminal At MapleAv,Barrie Transit Terminal,8,GO Bus,80083,44.3881798,-79.6908798,NA,0,0,,-1,0,1,0,Barrie - BarrieGOBusTerminal At MapleAv,Barrie
 1|  313|Georgina - PefferlawRd At PineviewCourt,Georgina - PefferlawRd At PineviewCourt,Georgina - PefferlawRd At PineviewCourt,8,GO Bus,80084,,,NA,0,0,,-1,0,0,0,Georgina - PefferlawRd At PineviewCourt,Pefferlaw
 1|  315|315,315,315,8,GO Bus,80085,,,NA,0,0,,-1,0,0,0,315,
 1|  281|Aurora - AuroraGOStation At WellingtonS,Aurora - AuroraGOStation At WellingtonS,Aurora GO Bus,8,GO Bus,80079,43.999846,-79.459435,NA,0,0,,4,1,0,0,Aurora GO Station Rail,Aurora
 1|  317|Stouffville - MainSt At EdwardSt,Stouffville - MainSt At EdwardSt,Main St. @ Edward St. (Stouffville GO),8,GO Bus,80086,43.9706841,-79.2501831,NA,0,0,,6,1,0,0,Stouffville GO Station Rail,Stouffville
 1|  318|Stouffville - MainSt At AlbertSt,Stouffville - MainSt At AlbertSt,Main St. @ Edward St. (Stouffville GO),8,GO Bus,80087,43.970468,-79.250599,NA,0,0,,6,1,0,0,Stouffville GO Station Rail,Stouffville
 1|  321|Markham - MountJoyGOStation At BurOakAv,Markham - MountJoyGOStation At BurOakAv,Mount Joy GO Bus,8,GO Bus,80088,43.900455,-79.263649,NA,0,0,,6,1,0,0,Mount Joy GO Station Rail,Markham
 1|  322|Markham - MarkhamGOStation At MainSt,Markham - MarkhamGOStation At MainSt,Main St. N. @ Station St. (Markham GO),8,GO Bus,80089,43.882359,-79.261906,NA,0,0,,6,1,0,0,Markham GO Station Rail,Markham
 1|  323|Markham - MarkhamGOStation At MainSt,Markham - MarkhamGOStation At MainSt,Main St. N. @ Ramona Blvd. (Markham GO),8,GO Bus,80090,43.8828239,-79.2618408,NA,0,0,,6,1,0,0,Markham GO Station Rail,Markham
 1|  324|Markham - CentennialGOStation At Bulloc,Markham - CentennialGOStation At Bulloc,Bullock Drive @ McCowan Road (Centennial GO),8,GO Bus,80091,43.8720551,-79.2881393,NA,0,0,,6,1,0,1,Centennial GO Station Rail,Markham
 1|  326|Markham - BullockDr At AustinDr,Markham - BullockDr At AustinDr,Bullock Dr. @ Austin Dr.,8,GO Bus,80093,43.8676033,-79.2930374,NA,0,0,,-1,0,0,1,Markham - BullockDr At AustinDr,Markham
 1|  325|Markham - CentennialGOStation At Bulloc,Markham - CentennialGOStation At Bulloc,Bullock Drive @ McCowan Road (Centennial GO),8,GO Bus,80092,43.871725,-79.288195,NA,0,0,,6,1,0,1,Centennial GO Station Rail,Markham
 1|  328|Markham - UnionvilleGOStation At Statio,Markham - UnionvilleGOStation At Statio,Unionville GO Bus,8,GO Bus,80094,43.851935,-79.313774,NA,0,0,,6,1,0,0,Unionville GO Station Rail,Markham
 1|  332|Mississauga - SquareOneGOBusTerminal At,Mississauga - SquareOneGOBusTerminal At,Square One,8,GO Bus,80096,43.5945549,-79.6475983,NA,0,0,,-1,0,1,1,Square One,Mississauga
 1|  333|Mississauga - SquareOneGOBusTerminal At,Mississauga - SquareOneGOBusTerminal At,Square One,8,GO Bus,80097,43.5946693,-79.6474915,NA,0,0,,-1,0,1,1,Square One,Mississauga
 1|  336|Oakville - TrafalgarRd At UpperMiddleRd,Oakville - TrafalgarRd At UpperMiddleRd,Trafalgar Rd. @ Upper Middle Rd. E.,8,GO Bus,80098,43.4754295,-79.7028046,NA,0,0,,-1,0,0,0,Oakville - TrafalgarRd At UpperMiddleRd,Oakville
 1|  329|Mississauga - MeadowvaleGOStation At Aq,Mississauga - MeadowvaleGOStation At Aq,Meadowvale GO Bus,8,GO Bus,80095,43.597499,-79.754517,NA,0,0,,2,1,0,0,Meadowvale GO Station Rail,Mississauga
 1|  338|Burlington - Hwy407 At BronteRd,Burlington - Hwy407 At BronteRd,Bronte Rd. @ Hwy. 407 Park & Ride,8,GO Bus,80100,43.4457626,-79.7920151,NA,0,0,,-1,1,0,0,Burlington- Hwy 407 At Bronte Rd,Oakville
 1|  339|Burlington - Hwy407 At DundasSt,Burlington - Hwy407 At DundasSt,Dundas St. @ Hwy. 407 Park & Ride,8,GO Bus,80101,43.3892708,-79.8287811,NA,0,0,,-1,1,0,0,Burlington - Hwy407 At DundasSt,Burlington
 1|  337|Oakville - OakvilleGOStation At CrossAv,Oakville - OakvilleGOStation At CrossAv,Oakville GO Bus,8,GO Bus,80099,43.455966,-79.681676,NA,0,0,,1,1,0,0,Oakville GO Station Rail,Oakville
 1|  342|Toronto - ScarboroughTownCentre At Boro,Toronto - ScarboroughTownCentre At Boro,Scarborough Centre Bus Terminal,8,GO Bus,80103,43.7748413,-79.2563171,NA,1,0,,-1,0,1,1,Toronto - ScarboroughTownCentre At Boro,Scarborough
 1|  344|University of Toronto Scarborough -  At,University of Toronto Scarborough -  At,University of Toronto Scarborough,8,GO Bus,80104,43.7843628,-79.1851273,NA,0,1,University of Toronto Scarborough,-1,0,0,0,University of Toronto Scarborough,Scarborough
 1|  341|Hamilton - HamiltonGOCentre At HunterSt,Hamilton - HamiltonGOCentre At HunterSt,Hamilton GO Centre Bus,8,GO Bus,80102,43.252945,-79.869586,NA,0,0,,1,0,1,0,Hamilton Go Station Rail,Hamilton
 1|  347|Pickering - PickeringGOStationBusLoop A,Pickering - PickeringGOStationBusLoop A,Pickering GO Bus,8,GO Bus,80105,43.830982,-79.084571,NA,0,0,,7,1,0,1,Pickering Station GO Rail,Pickering
 1|  349|349,349,349,8,GO Bus,80107,,,NA,0,0,,-1,0,0,0,349,
 1|  350|350,350,350,8,GO Bus,80108,,,NA,0,0,,-1,0,0,0,350,
 1|  352|Pickering- Hwy 7 At Westney Rd,Pickering- Hwy 7 At Westney Rd,Pickering- Hwy 7 At Westney Rd,8,GO Bus,80109,,,NA,0,0,,-1,0,0,0,Pickering- Hwy 7 At Westney Rd,Pickering
 1|  353|Oshawa - DurhamColle/UOIT At Commenceme,Oshawa - DurhamColle/UOIT At Commenceme,Durham College / UOIT,8,GO Bus,80110,43.9433594,-78.8949661,NA,0,1,UOIT/Durham College,-1,0,0,0,Oshawa - DurhamColle/UOIT At Commenceme,Oshawa
 1|  354|Oshawa - OshawaBusTerminal At BondSt,Oshawa - OshawaBusTerminal At BondSt,Oshawa Bus Terminal,8,GO Bus,80111,43.8978462,-78.865593,NA,0,0,,-1,0,1,0,Oshawa - OshawaBusTerminal At BondSt,Oshawa
 1|  355|Clarington - WaverlyRd At Baseline,Clarington - WaverlyRd At Baseline,Waverly Rd. @ Baseline Rd.,8,GO Bus,80112,43.8975792,-78.6905899,NA,0,0,,-1,0,0,0,Clarington - WaverlyRd At Baseline,Clarington
 1|  356|Clarington - WaverlyRd At Baseline,Clarington - WaverlyRd At Baseline,Waverly Rd. @ Baseline Rd.,8,GO Bus,80113,43.8978195,-78.6911011,NA,0,0,,-1,0,0,0,Clarington - WaverlyRd At Baseline,Clarington
 1|  348|Mississauga - StreetsvilleGOStation At,Mississauga - StreetsvilleGOStation At,Streetsville GO Bus,8,GO Bus,80106,43.575378,-79.709271,NA,0,0,,2,1,0,0,Streetsville GO Station Rail,Mississauga
 1|  359|Oshawa - OshawaGOStation At,Oshawa - OshawaGOStation At,Oshawa GO Bus,8,GO Bus,80114,43.870909,-78.88585,NA,0,0,,7,1,0,0,Oshawa GO Station Rail,Oshawa
 1|  363|363,363,363,8,GO Bus,80116,,,NA,0,0,,-1,0,0,0,363,
 1|  365|Oshawa - KingSt At CentreSt,Oshawa - KingSt At CentreSt,King St. E. @ Centre St. N.,8,GO Bus,80117,43.8971252,-78.8651581,NA,0,0,,-1,0,1,0,Oshawa - OshawaBusTerminal At BondSt,Oshawa
 1|  366|Oshawa - BondSt At CentreSt,Oshawa - BondSt At CentreSt,Bond St. W. @ Centre St. N.,8,GO Bus,80118,43.898056,-78.8659744,NA,0,0,,-1,0,1,0,Oshawa - OshawaBusTerminal At BondSt,Oshawa
 1|  367|367,367,367,8,GO Bus,80119,,,NA,0,0,,-1,0,0,0,367,
 1|  370|Toronto - KingstonRd At PortUnionRd,Toronto - KingstonRd At PortUnionRd,Kingston Rd. @ Port Union Rd.,8,GO Bus,80120,43.7991524,-79.145546,NA,0,0,,-1,0,0,0,Toronto - KingstonRd At PortUnionRd,Scarborough
 1|  371|Toronto - KingstonRd At PortUnionRd,Toronto - KingstonRd At PortUnionRd,Kingston Rd. @ Port Union Rd.,8,GO Bus,80121,43.7995529,-79.1456985,NA,0,0,,-1,0,0,0,Toronto - KingstonRd At PortUnionRd,Scarborough
 1|  373|373,373,373,8,GO Bus,80122,,,NA,0,0,,-1,0,0,0,373,
 1|  376|Oshawa - SimcoeSt At BloorSt,Oshawa - SimcoeSt At BloorSt,Oshawa - SimcoeSt At BloorSt,8,GO Bus,80123,,,NA,0,0,,-1,0,0,0,Oshawa - SimcoeSt At BloorSt,Oshawa
 1|  361|Ajax - AjaxGOStation At WestneyRd,Ajax - AjaxGOStation At WestneyRd,Ajax GO Bus,8,GO Bus,80115,43.847547,-79.041084,NA,0,0,,7,1,0,0,Ajax GO Station Rail,Ajax
 1|  378|Hamilton - KingSt At DundurnStN,Hamilton - KingSt At DundurnStN,King St. W. @ Dundurn St. N.,8,GO Bus,80125,43.2622643,-79.8875809,NA,0,0,,-1,0,0,0,Hamilton - KingSt At DundurnStN,Hamilton
 1|  379|379,379,379,8,GO Bus,80126,,,NA,0,0,,-1,0,0,0,379,
 1|  377|Burlington - BurlingtonGOStationBusLoop,Burlington - BurlingtonGOStationBusLoop,Burlington GO Bus,8,GO Bus,80124,43.3403934,-79.80894154,NA,0,0,,1,1,0,0,Burlington GO Station Rail,Burlington
 1|  380|Burlington - AldershotGOStationBusLoop,Burlington - AldershotGOStationBusLoop,Aldershot GO Bus,8,GO Bus,80127,43.313036,-79.855903,NA,0,0,,1,1,0,0,Aldershot GO Station Rail,Burlington
 1|  381|Mississauga - ClarksonGOStationBusLoop,Mississauga - ClarksonGOStationBusLoop,Clarkson GO Bus,8,GO Bus,80128,43.512831,-79.633109,NA,0,0,,1,1,0,0,Clarkson GO Station Rail,Mississauga
 1|  383|383,383,383,8,GO Bus,80130,,,NA,0,0,,-1,0,0,0,383,
 1|  382|Mississauga - PortCreditGOStation At Pa,Mississauga - PortCreditGOStation At Pa,Port Credit GO Bus,8,GO Bus,80129,43.555814,-79.587088,NA,0,0,,1,1,0,0,Port Credit GO Station Rail,Mississauga
 1|  387|Mississauga - DixieGoStationBusLoop At,Mississauga - DixieGoStationBusLoop At,Dixie GO Bus,8,GO Bus,80131,43.608022,-79.578347,NA,0,0,,2,1,0,0,Dixie GO Station Rail,Mississauga
 1|  388|Mississauga - CooksvilleGOStation At Hi,Mississauga - CooksvilleGOStation At Hi,Cooksville GO Bus,8,GO Bus,80132,43.58207,-79.623563,NA,0,0,,2,1,0,0,Cooksville GO Station Rail,Mississauga
 1|  390|390,390,390,8,GO Bus,80134,,,NA,0,0,,-1,0,0,0,390,
 1|  389|Mississauga - ErindaleGOStation At Rath,Mississauga - ErindaleGOStation At Rath,Erindale GO Bus,8,GO Bus,80133,43.567861,-79.667632,NA,0,0,,2,1,0,0,Erindale GO Station Rail,Mississauga
 1|  395|Milton - MartinSt At MainSt,Milton - MartinSt At MainSt,Milton - MartinSt At MainSt,8,GO Bus,80136,43.51400901,-79.88330358,NA,0,0,,-1,0,0,0,Milton - MartinSt At MainSt,Milton
 1|  396|Mississauga - ErinMillsPky At TurnerVal,Mississauga - ErinMillsPky At TurnerVal,Erin Mills Pkwy. @ Turner Valley Rd.,8,GO Bus,80137,43.5971031,-79.7390289,NA,0,0,,-1,0,0,0,Mississauga - ErinMillsPky At TurnerVal,Mississauga
 1|  397|397,397,397,8,GO Bus,80138,,,NA,0,0,,-1,0,0,0,397,
 1|  400|Mississauga - SyntexCrt At FinancialDr,Mississauga - SyntexCrt At FinancialDr,Syntex Crt. @ Financial Dr.,8,GO Bus,80139,43.6098404,-79.7476349,NA,0,0,,-1,0,0,0,Mississauga - SyntexCrt At FinancialDr,Mississauga
 1|  401|University Of Guelph -  At,University Of Guelph -  At,University of Guelph,8,GO Bus,80140,43.5293732,-80.2252502,NA,0,1,University of Guelph,-1,0,0,0,University Of Guelph -  At,Guelph
 1|  403|Halton Hills - AlmaSt At InkermanSt,Halton Hills - AlmaSt At InkermanSt,Alma St. @ Inkerman St.,8,GO Bus,80141,43.6168633,-80.1464539,NA,0,0,,-1,0,0,0,Halton Hills - AlmaSt At InkermanSt,Rockwood
 1|  404|Halton Hills - AlmaSt At InkermanSt,Halton Hills - AlmaSt At InkermanSt,Alma St. @ Inkerman St.,8,GO Bus,80142,43.6168976,-80.1462097,NA,0,0,,-1,0,0,0,Halton Hills - AlmaSt At InkermanSt,Rockwood
 1|  405|405,405,405,8,GO Bus,80143,,,NA,0,0,,-1,0,0,0,405,
 1|  406|Halton Hills - MainSt At St.AlbanDr.,Halton Hills - MainSt At St.AlbanDr.,Main St. N. @ St. Alban Dr.,8,GO Bus,80144,43.6305199,-80.0425568,NA,0,0,,-1,0,0,0,Halton Hills - MainSt At St.AlbanDr.,Acton
 1|  407|Halton Hills - MainSt At CrossSt,Halton Hills - MainSt At CrossSt,Main St. S. @ Cross St.,8,GO Bus,80145,43.6506157,-79.9274902,NA,0,0,,-1,0,0,0,Halton Hills - MainSt At CrossSt,Georgetown
 1|  408|Halton Hills - Main At JamesSt,Halton Hills - Main At JamesSt,Halton Hills - Main At JamesSt,8,GO Bus,80146,43.6504304,-79.92752755,NA,0,0,,-1,0,0,0,Halton Hills - MainSt At CrossSt,Georgetown
 1|  394|Milton - MiltonGOStation At MainStW,Milton - MiltonGOStation At MainStW,Milton GO Bus,8,GO Bus,80135,43.523803,-79.867178,NA,0,0,,2,1,0,0,Milton GO Station Rail,Milton
 1|  410|410,410,410,8,GO Bus,80148,,,NA,0,0,,-1,0,0,0,410,
 1|  412|412,412,412,8,GO Bus,80149,,,NA,0,0,,-1,0,0,0,412,
 1|  414|414,414,414,8,GO Bus,80150,,,NA,0,0,,-1,0,0,0,414,
 1|  415|Brampton - BovairdDr At MississaugaRd,Brampton - BovairdDr At MississaugaRd,Bovaird Dr. W. @ Mississauga Rd.,8,GO Bus,80151,43.6660957,-79.8306732,NA,0,0,,-1,0,0,0,Brampton - BovairdDr At MississaugaRd,Brampton
 1|  419|Brampton - BovairdDr At HurontarioSt,Brampton - BovairdDr At HurontarioSt,Bovaird Dr. W. @ Hurontario St.,8,GO Bus,80152,43.705513,-79.7875595,NA,0,0,,-1,0,0,0,Brampton - BovairdDr At HurontarioSt,Brampton
 1|  421|Brampton - BramptonBusTerminal At Queen,Brampton - BramptonBusTerminal At Queen,Brampton Bus Terminal,8,GO Bus,80153,43.6869087,-79.7628632,NA,0,0,,3,1,1,0,Brampton - BramptonBusTerminal At Queen,Brampton
 1|  422|Brampton - ShoppersWorld At MainSt,Brampton - ShoppersWorld At MainSt,Shopper's World,8,GO Bus,80154,43.6678429,-79.7354813,NA,0,0,,-1,0,0,1,Brampton - ShoppersWorld At MainSt,Brampton
 1|  423|Brampton - ShoppersWorld At MainSt,Brampton - ShoppersWorld At MainSt,Shopper's World,8,GO Bus,80155,43.6675682,-79.7358246,NA,0,0,,-1,0,0,1,Brampton - ShoppersWorld At MainSt,Brampton
 1|  425|Brampton- Bramalea City Cntr. Bus Loop,Brampton- Bramalea City Cntr. Bus Loop,Bramalea Bus Terminal,8,GO Bus,80156,43.7186356,-79.7205734,NA,0,0,,-1,0,1,0,Brampton- Bramalea Transit Terminal,Bramalea
 1|  427|427,427,427,8,GO Bus,80157,,,NA,0,0,,-1,0,0,0,427,
 1|  409|Halton Hills - GeorgetownGOStation At Q,Halton Hills - GeorgetownGOStation At Q,Georgetown GO Bus,8,GO Bus,80147,43.65555632,-79.91825941,NA,0,0,,3,1,0,0,Georgetown GO Station Rail,Georgetown
 1|  431|Brampton - TrinityCommonMall At GreatLa,Brampton - TrinityCommonMall At GreatLa,Trinity Common Mall,8,GO Bus,80159,43.7313271,-79.7631531,NA,0,0,,-1,0,0,1,Brampton - TrinityCommonMall At GreatLa,Bramalea
 1|  437|Brampton- Queen St At Dixie Rd,Brampton- Queen St At Dixie Rd,Queen St. E. @ Dixie Rd.,8,GO Bus,80160,43.7142944,-79.7290268,NA,0,0,,-1,0,0,0,Brampton- Queen St At Dixie Rd,Bramalea
 1|  439|439,439,439,8,GO Bus,80161,,,NA,0,0,,-1,0,0,0,439,
 1|  442|442,442,442,8,GO Bus,80162,,,NA,0,0,,-1,0,0,0,442,
 1|  443|Toronto - HumberCollege At PineLane,Toronto - HumberCollege At PineLane,Humber College (North Campus),8,GO Bus,80163,43.73046383,-79.60623503,NA,0,1,Humber College,-1,0,0,0,Toronto - HumberCollege At PineLane,Toronto
 1|  444|Toronto - HumberCollege At PineLane,Toronto - HumberCollege At PineLane,Humber College (North Campus),8,GO Bus,80164,43.73046383,-79.60623503,NA,0,1,Humber College,-1,0,0,0,Toronto - HumberCollege At PineLane,Toronto
 1|  445|445,445,445,8,GO Bus,80165,,,NA,0,0,,-1,0,0,0,445,
 1|  447|447,447,447,8,GO Bus,80166,,,NA,0,0,,-1,0,0,0,447,
 1|  449|449,449,449,8,GO Bus,80167,,,NA,0,0,,-1,0,0,0,449,
 1|  451|451,451,451,8,GO Bus,80168,,,NA,0,0,,-1,0,0,0,451,
 1|  453|453,453,453,8,GO Bus,80169,,,NA,0,0,,-1,0,0,0,453,
 1|  456|Toronto - EtobicokeNorthStation At Belf,Toronto - EtobicokeNorthStation At Belf,Toronto - EtobicokeNorthStation At Belf,8,GO Bus,80170,43.70602167,-79.5650615,NA,0,0,,3,1,0,0,Etobicoke North GO Station Rail,Etobicoke
 1|  457|Caledon - OrangevilleMall At HansenBlvd,Caledon - OrangevilleMall At HansenBlvd,Hansen Blvd. @ First St. (Orangeville Mall),8,GO Bus,80171,43.930336,-80.1022568,NA,0,0,,-1,0,0,0,Caledon - OrangevilleMall At HansenBlvd,Orangeville
 1|  459|459,459,459,8,GO Bus,80172,,,NA,0,0,,-1,0,0,0,459,
 1|  460|460,460,460,8,GO Bus,80173,,,NA,0,0,,-1,0,0,0,460,
 1|  428|Mississauga - MaltonGOStation At DerryR,Mississauga - MaltonGOStation At DerryR,Malton GO Bus,8,GO Bus,80158,43.705143,-79.637825,NA,0,0,,3,1,0,0,Malton GO Station Rail,Mississauga
 1|  463|Appleby GO Station -  At,Appleby GO Station -  At,Appleby GO Bus,8,GO Bus,80174,43.379261,-79.760483,NA,0,0,,1,1,0,0,Appleby GO Station Rail,Burlington
 1|  468|King - KingSt At Hwy27,King - KingSt At Hwy27,King Rd. @ Hwy. 27,8,GO Bus,80176,43.902195,-79.6534348,NA,0,0,,-1,0,0,0,King - KingSt At Hwy27,Nobleton
 1|  469|King - KingSt At Hwy27,King - KingSt At Hwy27,King Rd. @ Hwy. 27,8,GO Bus,80177,43.9020309,-79.6533432,NA,0,0,,-1,0,0,0,King - KingSt At Hwy27,Nobleton
 1|  472|Caledon - QueensgateBlvd At QueenSt,Caledon - QueensgateBlvd At QueenSt,Queensgate Blvd. @ Queen St.,8,GO Bus,80178,43.8694229,-79.7227402,NA,0,0,,-1,0,0,0,Caledon - QueensgateBlvd At QueenSt,Bolton
 1|  473|Caledon - QueensgateBlvd At QueenSt,Caledon - QueensgateBlvd At QueenSt,Queensgate Blvd. @ Queen St.,8,GO Bus,80179,43.8700562,-79.7222977,NA,0,0,,-1,0,0,0,Caledon - QueensgateBlvd At QueenSt,Bolton
 1|  474|Caledon - AlbionVaughanRd At Commericia,Caledon - AlbionVaughanRd At Commericia,Caledon - AlbionVaughanRd At Commericia,8,GO Bus,80180,43.86401565,-79.70484664,NA,0,0,,-1,0,0,0,Caledon - AlbionVaughanRd At Commericia,Bolton
 1|  464|Oakville - BronteGOStation At WyecroftR,Oakville - BronteGOStation At WyecroftR,Bronte GO Bus,8,GO Bus,80175,43.416275,-79.724009,NA,0,0,,1,1,0,0,Bronte GO Station Rail,Oakville
 1|  491|Brampton - BovairdDr At MainSt,Brampton - BovairdDr At MainSt,Main St. N. @ Bovaird Dr. W.,8,GO Bus,80182,43.70602968,-79.78626054,NA,0,0,,-1,0,0,0,Brampton - BovairdDr At HurontarioSt,Brampton
 1|  476|East Gwillimbury - EastGwillimburyGOSta,East Gwillimbury - EastGwillimburyGOSta,East Gwillimbury GO Bus,8,GO Bus,80181,44.078506,-79.456539,NA,0,0,,4,1,0,0,East Gwillimbury GO Station Rail,East Gwillimbury
 1|  499|499,499,499,8,GO Bus,80184,,,NA,0,0,,-1,0,0,0,499,
 1|  502|Uxbridge - RailwaySt At AlbertSt,Uxbridge - RailwaySt At AlbertSt,Railway St. @ Albert St.,8,GO Bus,80185,44.1095467,-79.125206,NA,0,0,,-1,0,0,0,Uxbridge - RailwaySt At AlbertSt,Uxbridge
 1|  506|Clarington - BowmanvilleP-R At Bowmanvi,Clarington - BowmanvilleP-R At Bowmanvi,Clarington Blvd. @ Durham Hwy 2 (Bowmanville) Park & Ride,8,GO Bus,80186,43.9078712,-78.7046204,NA,0,0,,-1,1,0,0,Clarington - BowmanvilleP-R At Bowmanvi,Bowmanville
 1|  507|Aurora - AuroraRd At Hwy404CarpoolLot,Aurora - AuroraRd At Hwy404CarpoolLot,Wellington St. E. @ Hwy. 404 Park & Ride,8,GO Bus,80187,44.0128479,-79.4081802,NA,0,0,,-1,1,0,0,Aurora - AuroraRd At Hwy404CarpoolLot,Aurora
 1|  510|Hamilton - McmasterUniversityCampus At,Hamilton - McmasterUniversityCampus At,McMaster University,8,GO Bus,80188,43.2617264,-79.9225693,NA,0,1,McMaster University,-1,0,0,0,Hamilton - McmasterUniversityCampus At,Hamilton
 1|  511|Mississauga - PearsonAirportTerminal1 A,Mississauga - PearsonAirportTerminal1 A,Mississauga - PearsonAirportTerminal1 A,8,GO Bus,80189,43.6821671,-79.6132584,NA,0,0,,11,0,0,0,Union Pearson Express Pearson Station,Mississauga
 1|  512|Pickering - KingstonRd At FairportRd,Pickering - KingstonRd At FairportRd,Kingston Rd. @ Fairport Rd.,8,GO Bus,80190,43.8234673,-79.1067047,NA,0,0,,-1,0,0,0,Pickering - KingstonRd At FairportRd,Pickering
 1|  514|514,514,514,8,GO Bus,80191,,,NA,0,0,,-1,0,0,0,514,
 1|  522|Ajax - KingstonRd At HarwoodAve,Ajax - KingstonRd At HarwoodAve,Kingston Rd. @ Harwood Ave.,8,GO Bus,80192,43.8612671,-79.0265427,NA,0,0,,-1,0,0,0,Ajax - KingstonRd At HarwoodAve,Ajax
 1|  523|Ajax - KingstonRd At HarwoodAve,Ajax - KingstonRd At HarwoodAve,Kingston Rd. @ Harwood Ave.,8,GO Bus,80193,43.8611984,-79.0252075,NA,0,0,,-1,0,0,0,Ajax - KingstonRd At HarwoodAve,Ajax
 1|  526|526,526,526,8,GO Bus,80194,,,NA,0,0,,-1,0,0,0,526,
 1|  534|534,534,534,8,GO Bus,80195,,,NA,0,0,,-1,0,0,0,534,
 1|  537|Aberfoyle GO Park - Ride -  At,Aberfoyle GO Park - Ride -  At,Brock Rd. @ McLean Rd. (Aberfoyle) Park & Ride,8,GO Bus,80196,43.4609909,-80.133667,NA,0,0,,-1,1,0,0,Aberfoyle GO Park - Ride,Guelph
 1|  538|Bolton - Hwy50 At ColumbiaWay,Bolton - Hwy50 At ColumbiaWay,Hwy. 50 @ Columbia Way,8,GO Bus,80197,43.8914528,-79.7542267,NA,0,0,,-1,0,0,0,Bolton - Hwy50 At ColumbiaWay,Bolton
 1|  540|540,540,540,8,GO Bus,80198,,,NA,0,0,,-1,0,0,0,540,
 1|  496|Brampton - MountPleasantGOStation At Bo,Brampton - MountPleasantGOStation At Bo,Mount Pleasant GO Bus,8,GO Bus,80183,43.674976,-79.822181,NA,0,0,,3,1,0,0,Mount Pleasant GO Station Rail,Brampton
 1|  543|Ajax - KingstonRd At ChurchSt,Ajax - KingstonRd At ChurchSt,Kingston Rd. @ Church St.,8,GO Bus,80200,43.8541832,-79.0567474,NA,0,0,,-1,0,0,0,Ajax - KingstonRd At ChurchSt,Ajax
 1|  544|Ajax - KingstonRd At ChurchSt,Ajax - KingstonRd At ChurchSt,Kingston Rd. @ Church St.,8,GO Bus,80201,43.8546715,-79.0551224,NA,0,0,,-1,0,0,0,Ajax - KingstonRd At ChurchSt,Ajax
 1|  541|Lisgar GO Station -  At,Lisgar GO Station -  At,Lisgar GO Bus,8,GO Bus,80199,43.591504,-79.788224,NA,0,0,,2,1,0,0,Lisgar GO Station Rail,Mississauga
