Date,Year,Month,year_month,Day,Weekday,Holiday,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Monthly Mean Temp (°C),Delta Temp (°C),Total Precip (mm),Monthly Mean Precip (mm),Delta Precip (mm),Snow on Grnd (cm),Barrie Ridership,Kitchener Ridership,Lakeshore East Ridership,Lakeshore West Ridership,Milton Ridership,Richmond Hill Ridership,Stouffville Ridership,Union Station Ridership,Total GO Ridership,Outlier,Overall Mean,2SD_above,2SD_below
2017-11-29,2017,11,2017-11,29,Wednesday,False,11.6,1.7,6.7,4.693333333333333,2.006666666666667,0.0,1.956666666666666,-1.956666666666666,0.0,11091,14988,28633,47138,16572,5837,9505,103374,237138,False,227296.50331125828,254365.8101718576,200227.19645065896
2017-11-30,2017,11,2017-11,30,Thursday,False,7.2,2.3,4.8,4.693333333333333,0.10666666666666647,1.9,1.956666666666666,-0.0566666666666662,0.0,10672,14550,26462,37062,16312,5797,9285,98263,218403,False,224966.61589403974,253295.69627997148,196637.535508108
2017-12-01,2017,12,2017-12,1,Friday,False,7.8,3.7,5.8,-3.906451612903226,9.706451612903226,0.0,1.203225806451613,-1.203225806451613,0.0,9447,13298,25461,37478,14274,4936,8341,90421,203656,False,204211.9054054054,232457.9053204741,175965.90549033674
2017-12-02,2017,12,2017-12,2,Saturday,False,8.0,2.2,5.1,-3.906451612903226,9.006451612903225,0.0,1.203225806451613,-1.203225806451613,0.0,1164,662,7531,12906,197,2,220,13384,36066,False,45352.333333333336,73886.65646862905,16818.010198037613
2017-12-03,2017,12,2017-12,3,Sunday,False,7.8,2.0,4.9,-3.906451612903226,8.806451612903226,0.0,1.203225806451613,-1.203225806451613,0.0,857,485,4900,8458,172,0,154,8467,23493,False,32455.370860927153,53039.51923403652,11871.222487817791
2017-12-04,2017,12,2017-12,4,Monday,False,10.8,3.0,6.9,-3.906451612903226,10.806451612903226,2.4,1.203225806451613,1.1967741935483869,0.0,10808,14287,24905,33923,16076,5903,9165,96799,211866,False,219741.3409090909,261398.51874083583,178084.163077346
2017-12-05,2017,12,2017-12,5,Tuesday,False,10.7,0.6,5.7,-3.906451612903226,9.606451612903227,5.6,1.203225806451613,4.396774193548387,0.0,10540,14340,26020,35930,15980,5853,9291,99997,217951,False,226142.08666666667,260553.15572545084,191731.0176078825
2017-12-06,2017,12,2017-12,6,Wednesday,False,3.4,-1.3,1.1,-3.906451612903226,5.006451612903226,0.0,1.203225806451613,-1.203225806451613,0.0,10587,14575,26595,36696,16063,5911,9363,100144,219934,False,227296.50331125828,254365.8101718576,200227.19645065896
2017-12-07,2017,12,2017-12,7,Thursday,False,1.1,-2.2,-0.6,-3.906451612903226,3.306451612903226,0.0,1.203225806451613,-1.203225806451613,0.0,10276,14237,25838,35039,16030,5780,9014,95067,211281,False,224966.61589403974,253295.69627997148,196637.535508108
2017-12-08,2017,12,2017-12,8,Friday,False,1.2,-2.7,-0.8,-3.906451612903226,3.106451612903226,0.0,1.203225806451613,-1.203225806451613,0.0,8947,12613,24213,33771,13685,4930,8113,84820,191092,False,204211.9054054054,232457.9053204741,175965.90549033674
2017-12-09,2017,12,2017-12,9,Saturday,False,1.9,-1.7,0.1,-3.906451612903226,4.006451612903226,0.0,1.203225806451613,-1.203225806451613,0.0,608,780,10290,23012,219,0,349,17267,52525,False,45352.333333333336,73886.65646862905,16818.010198037613
2017-12-10,2017,12,2017-12,10,Sunday,False,-0.7,-3.2,-2.0,-3.906451612903226,1.906451612903226,0.0,1.203225806451613,-1.203225806451613,0.0,352,482,5440,8764,152,0,131,9693,25014,False,32455.370860927153,53039.51923403652,11871.222487817791
2017-12-11,2017,12,2017-12,11,Monday,False,-1.5,-6.7,-4.1,-3.906451612903226,-0.19354838709677358,3.1,1.203225806451613,1.896774193548387,0.0,10467,14222,24991,33833,15856,5705,9089,96755,210918,False,219741.3409090909,261398.51874083583,178084.163077346
2017-12-12,2017,12,2017-12,12,Tuesday,False,-1.4,-11.4,-6.4,-3.906451612903226,-2.4935483870967743,3.7,1.203225806451613,2.4967741935483874,0.0,10350,13822,22892,33359,15603,5551,9048,93125,203750,False,226142.08666666667,260553.15572545084,191731.0176078825
2017-12-13,2017,12,2017-12,13,Wednesday,False,-6.6,-13.1,-9.9,-3.906451612903226,-5.993548387096775,0.2,1.203225806451613,-1.003225806451613,0.0,10305,14036,25651,34753,15950,5609,9159,97421,212884,False,227296.50331125828,254365.8101718576,200227.19645065896
2017-12-14,2017,12,2017-12,14,Thursday,False,-5.6,-14.1,-9.9,-3.906451612903226,-5.993548387096775,0.2,1.203225806451613,-1.003225806451613,0.0,10054,13980,25476,34432,15513,5464,8979,92520,206418,False,224966.61589403974,253295.69627997148,196637.535508108
2017-12-15,2017,12,2017-12,15,Friday,False,-3.0,-9.8,-6.4,-3.906451612903226,-2.4935483870967743,0.5,1.203225806451613,-0.703225806451613,0.0,8739,12659,24872,34815,13261,4777,7947,86242,193312,False,204211.9054054054,232457.9053204741,175965.90549033674
2017-12-16,2017,12,2017-12,16,Saturday,False,-3.1,-8.2,-5.7,-3.906451612903226,-1.793548387096774,0.0,1.203225806451613,-1.203225806451613,0.0,448,593,7248,12079,178,0,271,13112,33929,False,45352.333333333336,73886.65646862905,16818.010198037613
2017-12-17,2017,12,2017-12,17,Sunday,False,-5.4,-11.3,-8.4,-3.906451612903226,-4.493548387096775,0.2,1.203225806451613,-1.003225806451613,0.0,342,511,5435,9178,141,0,145,9952,25704,False,32455.370860927153,53039.51923403652,11871.222487817791
2017-12-18,2017,12,2017-12,18,Monday,False,4.7,-5.9,-0.6,-3.906451612903226,3.306451612903226,2.6,1.203225806451613,1.396774193548387,0.0,9248,12716,23576,31817,14291,5119,8322,88604,193693,False,219741.3409090909,261398.51874083583,178084.163077346
2017-12-19,2017,12,2017-12,19,Tuesday,False,7.4,2.9,5.2,-3.906451612903226,9.106451612903227,0.0,1.203225806451613,-1.203225806451613,0.0,9468,13160,25560,35055,14540,5212,8571,93458,205024,False,226142.08666666667,260553.15572545084,191731.0176078825
2017-12-20,2017,12,2017-12,20,Wednesday,False,3.1,-2.9,0.1,-3.906451612903226,4.006451612903226,0.0,1.203225806451613,-1.203225806451613,0.0,9011,12732,24098,32640,12844,4971,8309,87920,192525,True,227296.50331125828,254365.8101718576,200227.19645065896
2017-12-21,2017,12,2017-12,21,Thursday,False,-1.8,-4.7,-3.3,-3.906451612903226,0.6064516129032262,2.7,1.203225806451613,1.4967741935483871,0.0,8290,11950,23233,32269,12865,4521,7711,83466,184305,True,224966.61589403974,253295.69627997148,196637.535508108
2017-12-22,2017,12,2017-12,22,Friday,False,-1.8,-5.7,-3.8,-3.906451612903226,0.10645161290322624,3.4,1.203225806451613,2.1967741935483867,0.0,5829,8944,18965,26113,8742,2847,5642,63564,140646,True,204211.9054054054,232457.9053204741,175965.90549033674
2017-12-23,2017,12,2017-12,23,Saturday,False,0.6,-4.8,-2.1,-3.906451612903226,1.806451612903226,3.1,1.203225806451613,1.896774193548387,0.0,1087,713,7645,12813,245,0,360,17998,40861,False,45352.333333333336,73886.65646862905,16818.010198037613
2017-12-24,2017,12,2017-12,24,Sunday,False,-1.1,-4.8,-3.0,-3.906451612903226,0.9064516129032261,7.2,1.203225806451613,5.996774193548387,0.0,568,411,4450,6604,117,0,108,9661,21919,True,,,
2017-12-25,2017,12,2017-12,25,Monday,True,-3.0,-10.5,-6.8,-3.906451612903226,-2.8935483870967738,1.0,1.203225806451613,-0.20322580645161303,0.0,460,273,4038,5466,107,2,107,4717,15170,True,,,
2017-12-26,2017,12,2017-12,26,Tuesday,True,-10.2,-14.4,-12.3,-3.906451612903226,-8.393548387096775,0.0,1.203225806451613,-1.203225806451613,0.0,1246,523,6280,8536,209,0,208,8086,25088,True,,,
2017-12-27,2017,12,2017-12,27,Wednesday,False,-9.9,-17.9,-13.9,-3.906451612903226,-9.993548387096775,0.0,1.203225806451613,-1.203225806451613,0.0,3901,6141,13066,16429,5876,1686,3951,40517,91567,True,,,
2017-12-28,2017,12,2017-12,28,Thursday,False,-11.8,-19.6,-15.7,-3.906451612903226,-11.793548387096774,0.2,1.203225806451613,-1.003225806451613,0.0,3815,6241,13025,16333,5855,1917,3880,41334,92400,True,,,
2017-12-29,2017,12,2017-12,29,Friday,False,-7.3,-14.3,-10.8,-3.906451612903226,-6.893548387096775,1.0,1.203225806451613,-0.20322580645161303,0.0,3188,5635,13935,19184,4935,1497,3321,40095,91790,True,,,
2017-12-30,2017,12,2017-12,30,Saturday,False,-6.8,-18.1,-12.5,-3.906451612903226,-8.593548387096774,0.2,1.203225806451613,-1.003225806451613,0.0,1107,501,6483,10344,197,0,193,11680,30505,True,,,
2017-12-31,2017,12,2017-12,31,Sunday,False,-13.7,-20.2,-17.0,-3.906451612903226,-13.093548387096774,0.0,1.203225806451613,-1.203225806451613,0.0,926,379,3886,6304,167,0,193,4401,16256,True,,,
2018-01-01,2018,1,2018-01,1,Monday,True,-7.9,-18.6,-13.3,-4.3838709677419345,-8.916129032258066,0.2,1.9290322580645165,-1.7290322580645165,0.0,857,366,3844,6347,96,0,131,8728,20369,True,,,
2018-01-02,2018,1,2018-01,2,Tuesday,False,-7.1,-12.5,-9.8,-4.3838709677419345,-5.416129032258066,0.0,1.9290322580645165,-1.9290322580645165,0.0,7706,10584,20084,25182,12040,4359,6969,74432,161356,True,,,
2018-01-03,2018,1,2018-01,3,Wednesday,False,-5.3,-11.2,-8.3,-4.3838709677419345,-3.916129032258066,0.2,1.9290322580645165,-1.7290322580645165,0.0,8883,11238,21526,27528,13240,4756,7549,81222,175942,True,,,
2018-01-04,2018,1,2018-01,4,Thursday,False,-7.7,-19.7,-13.7,-4.3838709677419345,-9.316129032258065,0.2,1.9290322580645165,-1.7290322580645165,0.0,9053,11524,22180,29317,13227,4710,7638,83312,180961,True,,,
2018-01-05,2018,1,2018-01,5,Friday,False,-14.7,-20.6,-17.7,-4.3838709677419345,-13.316129032258065,0.0,1.9290322580645165,-1.9290322580645165,0.0,7288,9732,18905,26146,10751,3744,6346,69545,152457,True,,,
2018-01-06,2018,1,2018-01,6,Saturday,False,-15.4,-22.3,-18.9,-4.3838709677419345,-14.516129032258064,0.0,1.9290322580645165,-1.9290322580645165,0.0,1045,468,5210,8867,100,0,133,10666,26489,False,45352.333333333336,73886.65646862905,16818.010198037613
2018-01-07,2018,1,2018-01,7,Sunday,False,-1.0,-17.5,-9.3,-4.3838709677419345,-4.916129032258066,0.0,1.9290322580645165,-1.9290322580645165,0.0,778,354,3599,5680,80,0,42,6083,16616,False,32455.370860927153,53039.51923403652,11871.222487817791
2018-01-08,2018,1,2018-01,8,Monday,False,3.0,-1.7,0.7,-4.3838709677419345,5.083870967741935,5.4,1.9290322580645165,3.4709677419354836,0.0,11247,13855,25339,34146,15404,5607,9556,96720,211874,False,219741.3409090909,261398.51874083583,178084.163077346
2018-01-09,2018,1,2018-01,9,Tuesday,False,1.6,-0.6,0.5,-4.3838709677419345,4.8838709677419345,0.0,1.9290322580645165,-1.9290322580645165,0.0,11511,14158,25777,34585,16377,6094,9476,101278,219256,False,226142.08666666667,260553.15572545084,191731.0176078825
2018-01-10,2018,1,2018-01,10,Wednesday,False,5.9,-1.3,2.3,-4.3838709677419345,6.683870967741934,0.9,1.9290322580645165,-1.0290322580645164,0.0,11359,14054,26001,35010,16243,6000,9293,101072,219032,False,227296.50331125828,254365.8101718576,200227.19645065896
2018-01-11,2018,1,2018-01,11,Thursday,False,11.6,5.6,8.6,-4.3838709677419345,12.983870967741934,9.7,1.9290322580645165,7.770967741935483,0.0,11088,13878,25519,34871,16212,5868,9283,99442,216161,False,224966.61589403974,253295.69627997148,196637.535508108
2018-01-12,2018,1,2018-01,12,Friday,False,11.9,-11.2,0.4,-4.3838709677419345,4.783870967741935,16.5,1.9290322580645165,14.570967741935483,0.0,10122,12959,24471,33049,14208,5083,8417,91762,200071,False,204211.9054054054,232457.9053204741,175965.90549033674
2018-01-13,2018,1,2018-01,13,Saturday,False,-11.0,-14.5,-12.8,-4.3838709677419345,-8.416129032258066,0.2,1.9290322580645165,-1.7290322580645165,0.0,1154,530,6871,10754,181,0,144,12986,32620,False,45352.333333333336,73886.65646862905,16818.010198037613
2018-01-14,2018,1,2018-01,14,Sunday,False,-5.4,-14.2,-9.8,-4.3838709677419345,-5.416129032258066,0.0,1.9290322580645165,-1.9290322580645165,0.0,1126,507,5452,7674,107,0,100,9598,24564,False,32455.370860927153,53039.51923403652,11871.222487817791
2018-01-15,2018,1,2018-01,15,Monday,False,-5.1,-8.1,-6.6,-4.3838709677419345,-2.216129032258065,3.2,1.9290322580645165,1.2709677419354837,0.0,11728,14375,25787,35467,16520,6021,9515,101901,221314,False,219741.3409090909,261398.51874083583,178084.163077346
2018-01-16,2018,1,2018-01,16,Tuesday,False,-2.4,-8.7,-5.6,-4.3838709677419345,-1.2161290322580651,1.1,1.9290322580645165,-0.8290322580645164,0.0,11994,14897,26467,35924,16735,5993,9800,104566,226376,False,226142.08666666667,260553.15572545084,191731.0176078825
2018-01-17,2018,1,2018-01,17,Wednesday,False,-4.6,-11.0,-7.8,-4.3838709677419345,-3.4161290322580653,0.0,1.9290322580645165,-1.9290322580645165,0.0,11386,14857,24280,35448,16779,6029,9630,101709,220118,False,227296.50331125828,254365.8101718576,200227.19645065896
2018-01-18,2018,1,2018-01,18,Thursday,False,-3.0,-7.5,-5.3,-4.3838709677419345,-0.9161290322580653,0.0,1.9290322580645165,-1.9290322580645165,0.0,11560,14754,25867,34687,16773,5976,9538,101308,220463,False,224966.61589403974,253295.69627997148,196637.535508108
2018-01-19,2018,1,2018-01,19,Friday,False,3.1,-4.0,-0.5,-4.3838709677419345,3.8838709677419345,0.0,1.9290322580645165,-1.9290322580645165,0.0,10030,13438,24777,34684,14653,5097,8324,92676,203679,False,204211.9054054054,232457.9053204741,175965.90549033674
2018-01-20,2018,1,2018-01,20,Saturday,False,6.8,0.9,3.9,-4.3838709677419345,8.283870967741935,0.0,1.9290322580645165,-1.9290322580645165,0.0,1163,575,6251,10839,154,0,170,11963,31115,False,45352.333333333336,73886.65646862905,16818.010198037613
2018-01-21,2018,1,2018-01,21,Sunday,False,4.2,-0.1,2.1,-4.3838709677419345,6.483870967741934,0.2,1.9290322580645165,-1.7290322580645165,0.0,565,243,3718,5856,13,0,2,5736,16133,False,32455.370860927153,53039.51923403652,11871.222487817791
2018-01-22,2018,1,2018-01,22,Monday,False,3.0,0.9,2.0,-4.3838709677419345,6.3838709677419345,11.8,1.9290322580645165,9.870967741935484,0.0,11756,14073,25796,35334,16397,6051,9566,100610,219583,False,219741.3409090909,261398.51874083583,178084.163077346
2018-01-23,2018,1,2018-01,23,Tuesday,False,8.1,-4.0,2.1,-4.3838709677419345,6.483870967741934,1.7,1.9290322580645165,-0.22903225806451655,0.0,11759,14588,25423,34147,16845,6112,9666,101445,219985,False,226142.08666666667,260553.15572545084,191731.0176078825
2018-01-24,2018,1,2018-01,24,Wednesday,False,-3.9,-10.4,-7.2,-4.3838709677419345,-2.8161290322580657,0.2,1.9290322580645165,-1.7290322580645165,0.0,11340,14289,25186,33201,16438,5984,9457,99140,215035,False,227296.50331125828,254365.8101718576,200227.19645065896
2018-01-25,2018,1,2018-01,25,Thursday,False,-0.8,-10.0,-5.4,-4.3838709677419345,-1.0161290322580658,0.0,1.9290322580645165,-1.9290322580645165,0.5,11387,14372,25296,33768,16334,5942,9417,98817,215333,False,224966.61589403974,253295.69627997148,196637.535508108
2018-01-26,2018,1,2018-01,26,Friday,False,6.8,-1.0,2.9,-4.3838709677419345,7.283870967741935,0.0,1.9290322580645165,-1.9290322580645165,0.0,10215,13318,24886,34734,14601,5192,8611,91902,203459,False,204211.9054054054,232457.9053204741,175965.90549033674
2018-01-27,2018,1,2018-01,27,Saturday,False,9.2,2.9,6.1,-4.3838709677419345,10.483870967741934,0.6,1.9290322580645165,-1.3290322580645166,0.0,1060,583,5873,9173,173,0,202,10563,27627,False,45352.333333333336,73886.65646862905,16818.010198037613
2018-01-28,2018,1,2018-01,28,Sunday,False,5.5,-1.4,2.1,-4.3838709677419345,6.483870967741934,0.0,1.9290322580645165,-1.9290322580645165,0.5,1012,534,4700,7606,153,0,99,8374,22478,False,32455.370860927153,53039.51923403652,11871.222487817791
2018-01-29,2018,1,2018-01,29,Monday,False,-1.1,-6.3,-3.7,-4.3838709677419345,0.6838709677419343,5.8,1.9290322580645165,3.870967741935483,0.5,11840,14804,25381,34010,16645,6155,9649,101229,219713,False,219741.3409090909,261398.51874083583,178084.163077346
2018-01-30,2018,1,2018-01,30,Tuesday,False,-6.2,-12.2,-9.2,-4.3838709677419345,-4.816129032258065,0.4,1.9290322580645165,-1.5290322580645164,0.0,11877,14793,26031,34473,16502,5921,9664,101705,220966,False,226142.08666666667,260553.15572545084,191731.0176078825
2018-01-31,2018,1,2018-01,31,Wednesday,False,3.0,-12.3,-4.7,-4.3838709677419345,-0.31612903225806566,1.5,1.9290322580645165,-0.4290322580645165,0.0,11833,15079,26833,36161,16845,6049,9666,104331,226797,False,227296.50331125828,254365.8101718576,200227.19645065896
2018-02-01,2018,2,2018-02,1,Thursday,False,5.6,-8.9,-1.7,-1.0928571428571423,-0.6071428571428577,0.0,2.2214285714285715,-2.2214285714285715,0.0,11757,14733,25599,34399,16672,6011,9632,100964,219767,False,224966.61589403974,253295.69627997148,196637.535508108
2018-02-02,2018,2,2018-02,2,Friday,False,-8.6,-15.0,-11.8,-1.0928571428571423,-10.707142857142859,0.2,2.2214285714285715,-2.0214285714285714,0.0,10115,13207,24481,33128,14733,5049,8383,91272,200368,False,204211.9054054054,232457.9053204741,175965.90549033674
2018-02-03,2018,2,2018-02,3,Saturday,False,0.4,-9.7,-4.7,-1.0928571428571423,-3.6071428571428577,1.0,2.2214285714285715,-1.2214285714285715,0.0,1120,534,6081,9610,163,0,126,10867,28501,False,45352.333333333336,73886.65646862905,16818.010198037613
2018-02-04,2018,2,2018-02,4,Sunday,False,1.8,-8.8,-3.5,-1.0928571428571423,-2.4071428571428575,4.9,2.2214285714285715,2.678571428571429,0.0,1266,505,4892,7684,136,0,147,8946,23576,False,32455.370860927153,53039.51923403652,11871.222487817791
2018-02-05,2018,2,2018-02,5,Monday,False,-6.6,-12.0,-9.3,-1.0928571428571423,-8.207142857142859,0.0,2.2214285714285715,-2.2214285714285715,0.0,11510,14466,25626,34387,16406,6065,9570,99584,217614,False,219741.3409090909,261398.51874083583,178084.163077346
2018-02-06,2018,2,2018-02,6,Tuesday,False,-3.2,-8.2,-5.7,-1.0928571428571423,-4.607142857142858,0.2,2.2214285714285715,-2.0214285714285714,0.0,11939,14866,25948,35066,16840,6159,9718,102614,223150,False,226142.08666666667,260553.15572545084,191731.0176078825
2018-02-07,2018,2,2018-02,7,Wednesday,False,-4.1,-8.7,-6.4,-1.0928571428571423,-5.307142857142858,7.5,2.2214285714285715,5.2785714285714285,0.0,11576,14090,26249,34417,15669,5834,9496,99731,217062,False,227296.50331125828,254365.8101718576,200227.19645065896
2018-02-08,2018,2,2018-02,8,Thursday,False,-5.2,-9.7,-7.5,-1.0928571428571423,-6.4071428571428575,0.0,2.2214285714285715,-2.2214285714285715,0.0,11462,14689,26071,35316,16491,5982,9512,100879,220402,False,224966.61589403974,253295.69627997148,196637.535508108
2018-02-09,2018,2,2018-02,9,Friday,False,-3.5,-8.7,-6.1,-1.0928571428571423,-5.007142857142857,4.7,2.2214285714285715,2.4785714285714286,0.0,10357,13068,24336,32546,14289,5243,8697,91373,199909,False,204211.9054054054,232457.9053204741,175965.90549033674
2018-02-10,2018,2,2018-02,10,Saturday,False,-3.0,-5.1,-4.1,-1.0928571428571423,-3.007142857142857,5.8,2.2214285714285715,3.5785714285714283,0.0,1399,614,7275,12196,152,0,244,14158,36038,False,45352.333333333336,73886.65646862905,16818.010198037613
2018-02-11,2018,2,2018-02,11,Sunday,False,-0.6,-5.2,-2.9,-1.0928571428571423,-1.8071428571428576,2.9,2.2214285714285715,0.6785714285714284,0.0,1102,449,4471,7299,101,0,121,7308,20851,False,32455.370860927153,53039.51923403652,11871.222487817791
2018-02-12,2018,2,2018-02,12,Monday,False,-1.8,-8.4,-5.1,-1.0928571428571423,-4.007142857142857,0.3,2.2214285714285715,-1.9214285714285715,0.0,11781,14903,25746,35117,16357,6043,9597,101404,220948,False,219741.3409090909,261398.51874083583,178084.163077346
2018-02-13,2018,2,2018-02,13,Tuesday,False,-0.8,-9.6,-5.2,-1.0928571428571423,-4.107142857142858,0.0,2.2214285714285715,-2.2214285714285715,0.0,11838,14844,25903,34679,16590,6009,9559,101951,221373,False,226142.08666666667,260553.15572545084,191731.0176078825
2018-02-14,2018,2,2018-02,14,Wednesday,False,5.7,-1.0,2.4,-1.0928571428571423,3.492857142857142,0.0,2.2214285714285715,-2.2214285714285715,0.0,11632,14479,26455,35499,16422,5925,9558,102183,222153,False,227296.50331125828,254365.8101718576,200227.19645065896
2018-02-15,2018,2,2018-02,15,Thursday,False,9.6,3.1,6.4,-1.0928571428571423,7.492857142857143,0.0,2.2214285714285715,-2.2214285714285715,0.0,11390,14509,25541,34071,16129,5672,9338,99543,216193,False,224966.61589403974,253295.69627997148,196637.535508108
2018-02-16,2018,2,2018-02,16,Friday,False,4.8,-5.0,-0.1,-1.0928571428571423,0.9928571428571423,0.0,2.2214285714285715,-2.2214285714285715,0.0,9454,12806,24189,32816,13202,4313,7588,86583,190951,False,204211.9054054054,232457.9053204741,175965.90549033674
2018-02-17,2018,2,2018-02,17,Saturday,False,-0.4,-5.4,-2.9,-1.0928571428571423,-1.8071428571428576,0.0,2.2214285714285715,-2.2214285714285715,0.0,1520,661,7298,13447,244,0,254,14869,38293,False,45352.333333333336,73886.65646862905,16818.010198037613
2018-02-18,2018,2,2018-02,18,Sunday,False,4.5,-1.3,1.6,-1.0928571428571423,2.692857142857142,0.0,2.2214285714285715,-2.2214285714285715,0.0,1282,501,5411,9534,155,0,171,12055,29109,False,32455.370860927153,53039.51923403652,11871.222487817791
2018-02-19,2018,2,2018-02,19,Monday,True,5.8,0.6,3.2,-1.0928571428571423,4.292857142857143,13.3,2.2214285714285715,11.07857142857143,0.0,1498,630,6157,9163,144,0,171,11278,29041,False,,,
2018-02-20,2018,2,2018-02,20,Tuesday,False,15.5,5.2,10.4,-1.0928571428571423,11.492857142857142,7.6,2.2214285714285715,5.378571428571428,0.0,11301,14085,26451,36229,15828,5824,9253,100983,219954,False,226142.08666666667,260553.15572545084,191731.0176078825
2018-02-21,2018,2,2018-02,21,Wednesday,False,14.6,-1.2,6.7,-1.0928571428571423,7.792857142857143,6.6,2.2214285714285715,4.378571428571428,0.0,10924,13940,25683,34339,15861,5818,9269,98842,214676,False,227296.50331125828,254365.8101718576,200227.19645065896
2018-02-22,2018,2,2018-02,22,Thursday,False,1.2,-1.9,-0.4,-1.0928571428571423,0.6928571428571423,0.2,2.2214285714285715,-2.0214285714285714,0.0,10950,13930,26612,35992,15989,5780,9175,100307,218735,False,224966.61589403974,253295.69627997148,196637.535508108
2018-02-23,2018,2,2018-02,23,Friday,False,6.9,-0.3,3.3,-1.0928571428571423,4.392857142857142,2.5,2.2214285714285715,0.27857142857142847,0.0,10020,12816,24981,33992,14247,5129,8570,91839,201594,False,204211.9054054054,232457.9053204741,175965.90549033674
2018-02-24,2018,2,2018-02,24,Saturday,False,6.2,2.0,4.1,-1.0928571428571423,5.192857142857142,0.0,2.2214285714285715,-2.2214285714285715,0.0,1532,756,7975,13702,189,0,342,15708,40204,False,45352.333333333336,73886.65646862905,16818.010198037613
2018-02-25,2018,2,2018-02,25,Sunday,False,12.8,1.4,7.1,-1.0928571428571423,8.192857142857141,4.3,2.2214285714285715,2.0785714285714283,0.0,1140,534,5166,8274,147,0,149,9102,24512,False,32455.370860927153,53039.51923403652,11871.222487817791
2018-02-26,2018,2,2018-02,26,Monday,False,8.3,0.7,4.5,-1.0928571428571423,5.5928571428571425,0.0,2.2214285714285715,-2.2214285714285715,0.0,11475,14736,25467,34893,16647,6075,9509,99833,218635,False,219741.3409090909,261398.51874083583,178084.163077346
2018-02-27,2018,2,2018-02,27,Tuesday,False,13.4,0.9,7.2,-1.0928571428571423,8.292857142857143,0.0,2.2214285714285715,-2.2214285714285715,0.0,11675,14709,26368,38593,16864,6097,9652,101409,225367,False,226142.08666666667,260553.15572545084,191731.0176078825
2018-02-28,2018,2,2018-02,28,Wednesday,False,-5.9,5.1,-10.1,-1.0928571428571423,-9.007142857142858,0.2,2.2214285714285715,-2.0214285714285714,0.5,11405,14408,25317,33984,16534,5997,9499,99557,216701,False,227296.50331125828,254365.8101718576,200227.19645065896
2018-03-01,2018,3,2018-03,1,Thursday,False,13.1,-1.9,5.6,-0.11935483870967752,5.719354838709677,18.4,1.4451612903225803,16.954838709677418,0.5,11368,14623,26107,35442,16303,5969,9490,101048,220350,False,224966.61589403974,253295.69627997148,196637.535508108
2018-03-02,2018,3,2018-03,2,Friday,False,-0.2,-0.5,-2.1,-0.11935483870967752,-1.9806451612903226,2.9,1.4451612903225803,1.4548387096774196,0.0,10100,13027,23900,31741,14295,5137,8432,88789,195421,False,204211.9054054054,232457.9053204741,175965.90549033674
2018-03-03,2018,3,2018-03,3,Saturday,False,-0.7,-7.7,-4.2,-0.11935483870967752,-4.080645161290323,0.4,1.4451612903225803,-1.0451612903225804,0.0,1259,642,8037,17796,179,0,233,13286,41432,False,45352.333333333336,73886.65646862905,16818.010198037613
2018-03-04,2018,3,2018-03,4,Sunday,False,-6.2,-3.1,-9.0,-0.11935483870967752,-8.880645161290323,0.2,1.4451612903225803,-1.2451612903225804,0.0,1050,516,4880,8239,135,0,159,8878,23857,False,32455.370860927153,53039.51923403652,11871.222487817791
2018-03-05,2018,3,2018-03,5,Monday,False,-7.4,1.9,-10.2,-0.11935483870967752,-10.080645161290322,0.2,1.4451612903225803,-1.2451612903225804,0.0,11708,14829,25580,34217,16921,6074,9604,100965,219898,False,219741.3409090909,261398.51874083583,178084.163077346
2018-03-06,2018,3,2018-03,6,Tuesday,False,-7.3,-1.4,-9.8,-0.11935483870967752,-9.680645161290323,0.0,1.4451612903225803,-1.4451612903225803,0.0,10727,14928,26230,35437,16970,6245,9637,103144,223318,False,226142.08666666667,260553.15572545084,191731.0176078825
2018-03-07,2018,3,2018-03,7,Wednesday,False,3.1,0.4,1.8,-0.11935483870967752,1.9193548387096775,0.0,1.4451612903225803,-1.4451612903225803,0.0,11553,14885,26600,38280,16564,5948,9545,101684,225059,False,227296.50331125828,254365.8101718576,200227.19645065896
2018-03-08,2018,3,2018-03,8,Thursday,False,0.5,-2.5,-1.0,-0.11935483870967752,-0.8806451612903224,0.0,1.4451612903225803,-1.4451612903225803,0.0,11445,14576,25664,34231,16527,5929,9207,99763,217342,False,224966.61589403974,253295.69627997148,196637.535508108
2018-03-09,2018,3,2018-03,9,Friday,False,5.3,-1.8,1.8,-0.11935483870967752,1.9193548387096775,0.0,1.4451612903225803,-1.4451612903225803,0.0,10209,13640,24620,34556,14678,5162,8497,91617,202979,False,204211.9054054054,232457.9053204741,175965.90549033674
2018-03-10,2018,3,2018-03,10,Saturday,False,3.2,-2.1,0.6,-0.11935483870967752,0.7193548387096775,0.2,1.4451612903225803,-1.2451612903225804,0.0,1451,820,7408,13754,208,0,265,13387,37293,False,45352.333333333336,73886.65646862905,16818.010198037613
2018-03-11,2018,3,2018-03,11,Sunday,False,3.9,-3.4,0.3,-0.11935483870967752,0.4193548387096775,0.0,1.4451612903225803,-1.4451612903225803,0.0,1111,597,5259,8762,129,0,125,8917,24900,False,32455.370860927153,53039.51923403652,11871.222487817791
